Read,Owned,Published,Title,Type,Available In,Hardcover,Paperback,Ebook,Audiobook,Movie,Miniseries
,,2006-01-24,"=HYPERLINK(""https://www.stephenking.com/works/novel/cell.html"", ""Cell"")",Novel,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/cell.html"", ""Cell(Audiobook)"")",✓,✓,✓,✓,✓,
,,2006-10-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/liseys-story.html"", ""Lisey's Story"")",Novel,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/liseys-story.html"", ""Lisey's Story(Audiobook)"")",✓,✓,✓,✓,,
,,2006-12-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/colorado-kid-(chadbourne).html"", ""The Colorado Kid Chadbourne"")",Limited Edition,,✓,,,,,
,,2006-12-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/colorado-kid-(miller).html"", ""The Colorado Kid Miller"")",Limited Edition,,✓,,,,,
,,2006-12-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/colorado-kid-(potter).html"", ""The Colorado Kid Potter"")",Limited Edition,,✓,,,,,
,,2006-12-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/green-mile.html"", ""The Green Mile"")",Limited Edition,,✓,,,,,
,,2006-12-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/blaze.html"", ""Blaze"")",Bachman Novel,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/blaze.html"", ""Blaze(Audiobook)"")",✓,✓,,✓,,
,,2008-01-22,"=HYPERLINK(""https://www.stephenking.com/works/novel/duma-key.html"", ""Duma Key"")",Novel,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/duma-key.html"", ""Duma Key(Audiobook)"")",✓,✓,✓,✓,,
,,2008-05-01,"=HYPERLINK(""https://www.stephenking.com/works/novella/a-very-tight-place.html"", ""A Very Tight Place"")",Novella,,,,,,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",Story Collection,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",✓,✓,✓,✓,✓,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/ayana.html"", ""Ayana"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/cat-from-hell.html"", ""The Cat from Hell"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,✓,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/gingerbread-girl.html"", ""The Gingerbread Girl"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/gingerbread-girl.html"", ""The Gingerbread Girl(Audiobook)"")",,✓,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/graduation-afternoon.html"", ""Graduation Afternoon"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/harveys-dream.html"", ""Harvey's Dream"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/mute.html"", ""Mute"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/n.html"", ""N."")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/other-project/stephen-kings-n.html"", ""Stephen King's N.(Other Project)"")",,,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/new-york-times-at-special-bargain-rates.html"", ""The New York Times at Special Bargain Rates"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,✓,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/rest-stop.html"", ""Rest Stop"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/stationary-bike.html"", ""Stationary Bike"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/things-they-left-behind.html"", ""The Things They Left Behind"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,✓,,✓,,
,,2008-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/willa.html"", ""Willa"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/just-after-sunset.html"", ""Just After Sunset(Audiobook)"")",,,,✓,,
,,2008-11-11,"=HYPERLINK(""https://www.stephenking.com/works/novella/n.html"", ""N"")",Novella,,,,,,,
,,2008-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/best-science-fiction-and-fantasy-of-the-year.html"", ""The Best Science Fiction and Fantasy of the Year"")",Anthology,,,✓,,,,
,,2008-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/in-the-shadow-of-the-master.html"", ""In the Shadow of the Master"")",Anthology,,✓,✓,,,,
,,2008-12-01,"=HYPERLINK(""https://www.stephenking.com/works/essay/genius-of-the-tell-tale-heart.html"", ""The Genius of The Tell-Tale Heart"")",Essay,,,,,,,
,,2009-01-01,"=HYPERLINK(""https://www.stephenking.com/works/collection/stephen-king-goes-to-the-movies.html"", ""Stephen King Goes to the Movies"")",Story Collection,,✓,✓,,,✓,
,,2009-02-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/postscripts.html"", ""PostScripts"")",Anthology,,,✓,,,,
,,2009-02-12,"=HYPERLINK(""https://www.stephenking.com/works/novella/ur.html"", ""UR"")",Novella,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/ur.html"", ""UR(Audiobook)"")",,,✓,✓,,
,,2009-03-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/he-is-legend.html"", ""He is Legend"")",Anthology,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/road-rage.html"", ""Road Rage(Audiobook)"")",✓,,,✓,,
,,2009-03-01,"=HYPERLINK(""https://www.stephenking.com/works/interview/35-scary-years-with-stephen-king.html"", ""35 Scary Years with Stephen King"")",Interview,,,,,,,
,,2009-03-01,"=HYPERLINK(""https://www.stephenking.com/works/short/throttle.html"", ""Throttle"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/road-rage.html"", ""Road Rage(Audiobook)"")",,,,✓,,
,,2009-11-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/under-the-dome.html"", ""Under the Dome"")",Novel,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/under-the-dome.html"", ""Under The Dome(Audiobook)"")",✓,✓,,✓,,
,,2009-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/darkness.html"", ""Darkness"")",Anthology,,,✓,,,,
,,2009-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/shivers-vi.html"", ""Shivers VI"")",Anthology,,,✓,,,,
,,2009-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/very-best-of-best-new-horror.html"", ""The Very Best of Best New Horror"")",Anthology,,✓,,,,,
,,2009-12-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/blockade-billy.html"", ""Blockade Billy"")",Limited Edition,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/blockade-billy.html"", ""Blockade Billy(Audiobook)"")",✓,✓,,✓,✓,
,,2010-10-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/secretary-of-dreams-vol-2.html"", ""The Secretary of Dreams, Vol. 2"")",Limited Edition,,✓,,,,,
,,2010-11-01,"=HYPERLINK(""https://www.stephenking.com/works/collection/full-dark-no-stars.html"", ""Full Dark, No Stars"")",Story Collection,"=HYPERLINK(""https://www.stephenking.com/works/movie/a-good-marriage.html"", ""A Good Marriage(Movie)"")",✓,✓,✓,✓,✓,
,,2010-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/1922.html"", ""1922"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/1922.html"", ""1922(Movie)"")",,,,,✓,
,,2010-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/a-good-marriage.html"", ""A Good Marriage"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/a-good-marriage.html"", ""A Good Marriage(Movie)"")",,,,,✓,
,,2010-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/big-driver.html"", ""Big Driver"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/television/big-driver.html"", ""Big Driver(Television)"")",,,,,,
,,2010-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/fair-extension.html"", ""Fair Extension"")",Short Story,,,,,,,
,,2010-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/centurys-best-horror-fiction-volume-two.html"", ""The Century's Best Horror Fiction Volume Two"")",Anthology,,✓,,,,,
,,2010-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/light-speed-year-one.html"", ""Light Speed Year One"")",Anthology,,,✓,,,,
,,2010-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/weird.html"", ""The Weird"")",Anthology,,,✓,✓,,,
,,2010-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/zombies!-zombies!-zombies!.html"", ""Zombies Zombies Zombies"")",Anthology,,,✓,,,,
,,2011-04-01,"=HYPERLINK(""https://www.stephenking.com/works/interview/screem-22.html"", ""SCREEM 22"")",Interview,,,,,,,
,,2011-09-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/a-book-of-horrors.html"", ""A Book of Horrors"")",Anthology,,✓,✓,,,,
,,2011-11-08,"=HYPERLINK(""https://www.stephenking.com/works/novel/11-22-63.html"", ""112263"")",Novel,"=HYPERLINK(""https://www.stephenking.com/works/television/11-22-63.html"", ""11/22/63(Television)"")",✓,✓,✓,✓,,
,,2012-02-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/dark-tower-the-wind-through-the-keyhole.html"", ""The Dark Tower The Wind Through the Keyhole"")",Limited Edition,,✓,✓,✓,✓,,
,,2012-03-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/mammoth-book-of-body-horror.html"", ""The Mammoth Book of Body Horror"")",Anthology,,,✓,,,✓,
,,2012-10-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/chronicles-of-harris-burdick.html"", ""The Chronicles of Harris Burdick"")",Anthology,,✓,,,,,
,,2012-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/shivers-vii.html"", ""Shivers VII"")",Anthology,,✓,✓,,,,
,,2013-01-01,"=HYPERLINK(""https://www.stephenking.com/works/nonfiction/guns.html"", ""GUNS"")",Nonfiction,,,,✓,,,
,,2013-06-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/hard-listening.html"", ""Hard Listening"")",Anthology,,,,✓,✓,,
,,2013-06-01,"=HYPERLINK(""https://www.stephenking.com/works/essay/just-a-little-talent.html"", ""Just A Little Talent"")",Essay,,,,,,,
,,2013-06-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/joyland.html"", ""Joyland"")",Limited Edition,,✓,✓,,,,
,,2013-09-01,"=HYPERLINK(""https://www.stephenking.com/works/limited/doctor-sleep.html"", ""Doctor Sleep"")",Limited Edition,,✓,,✓,✓,,
,,2013-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/qualia-nous.html"", ""Qualia Nous"")",Anthology,,,✓,,,,
,,2013-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/turn-down-the-lights.html"", ""Turn Down the Lights"")",Anthology,,✓,,,,,
,,2014-06-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/mr-mercedes.html"", ""Mr. Mercedes"")",Novel,,✓,,,,,
,,2014-10-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/woman-an-anthology.html"", ""Woman - An Anthology"")",Anthology,,✓,,,,,
,,2014-11-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/revival.html"", ""Revival"")",Novel,,✓,,✓,✓,✓,
,,2014-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/dark-screams-volume-one.html"", ""Dark Screams Volume One"")",Anthology,,,,✓,,,
,,2014-12-01,"=HYPERLINK(""https://www.stephenking.com/works/short/weeds.html"", ""Weeds"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/creepshow.html"", ""Creepshow(Movie)"")",,,,,✓,
,,2015-06-02,"=HYPERLINK(""https://www.stephenking.com/works/novel/finders-keepers.html"", ""Finders Keepers"")",Novel,,✓,✓,✓,✓,,
,,2015-09-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/joyland-illustrated-edition.html"", ""Joyland Illustrated Edition"")",Novel,,✓,,,,,
,,2015-10-01,"=HYPERLINK(""https://www.stephenking.com/works/interview/prime-mover-stephen-and-tabitha-king.html"", ""Prime Mover Stephen and Tabitha King"")",Interview,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",Story Collection,,✓,✓,✓,✓,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/poem/bone-church.html"", ""The Bone Church"")",Poem,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/poem/tommy.html"", ""Tommy"")",Poem,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/bad-little-kid.html"", ""Bad Little Kid"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/batman-and-robin-have-an-altercation.html"", ""Batman and Robin Have An Altercation"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/drunken-fireworks.html"", ""Drunken Fireworks"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/dune.html"", ""The Dune"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/herman-wouk-is-still-alive.html"", ""Herman Wouk is Still Alive"")",Short Story,,,,,,✓,✓
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/little-green-god-of-agony.html"", ""Little Green God of Agony"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/mile-81.html"", ""Mile 81"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/mister-yummy.html"", ""Mister Yummy"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/morality.html"", ""Morality"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/obits.html"", ""Obits"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/premium-harmony.html"", ""Premium Harmony"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/summer-thunder.html"", ""Summer Thunder"")",Short Story,,,,,,,
,,2015-11-01,"=HYPERLINK(""https://www.stephenking.com/works/short/under-the-weather.html"", ""Under the Weather"")",Short Story,,,,,,,
,,2015-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/chiral-mad.html"", ""Chiral Mad"")",Anthology,,,✓,,,,
,,2016-06-07,"=HYPERLINK(""https://www.stephenking.com/works/novel/end-of-watch.html"", ""End of Watch"")",Novel,,✓,✓,✓,✓,,
,,2016-11-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/hearts-in-suspension.html"", ""Hearts in Suspension"")",Anthology,,✓,,,,,
,,2016-11-01,"=HYPERLINK(""https://www.stephenking.com/works/essay/five-to-one-one-in-five.html"", ""Five to One, One in Five"")",Essay,,,,,,,
,,2016-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/in-sunlight-or-in-shadow-stories-inspired-by-the-paintings-of-edward-hopper.html"", ""In Sunlight or in Shadow Stories Inspired by the Paintings of Edward Hopper"")",Anthology,,✓,,✓,,,
,,2016-12-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/killer-crimes.html"", ""Killer Crimes"")",Anthology,,✓,,,,,
,,2016-12-01,"=HYPERLINK(""https://www.stephenking.com/works/short/music-room.html"", ""The Music Room"")",Short Story,,,,,,,
,,2017-05-16,"=HYPERLINK(""https://www.stephenking.com/works/novella/gwendys-button-box.html"", ""Gwendy's Button Box"")",Novella,,✓,,,,,
,,2017-09-26,"=HYPERLINK(""https://www.stephenking.com/works/novel/sleeping-beauties.html"", ""Sleeping Beauties"")",Novel,,✓,,✓,✓,,
,,2018-03-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/shining-in-the-dark.html"", ""Shining in the Dark"")",Anthology,,✓,,,,,
,,2018-03-01,"=HYPERLINK(""https://www.stephenking.com/works/short/blue-air-compressor.html"", ""The Blue Air Compressor"")",Short Story,,,,,,,
,,2018-05-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/outsider.html"", ""The Outsider"")",Novel,,✓,,✓,,,
,,2018-09-01,"=HYPERLINK(""https://www.stephenking.com/works/anthology/flight-or-fright.html"", ""Flight or Fright"")",Anthology,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/flight-or-fright.html"", ""Flight or Fright(Audiobook)"")",✓,,✓,✓,,
,,2018-10-30,"=HYPERLINK(""https://www.stephenking.com/works/novella/elevation.html"", ""Elevation"")",Novella,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/elevation.html"", ""Elevation(Audiobook)"")",✓,,,✓,,
,,2019-09-01,"=HYPERLINK(""https://www.stephenking.com/works/novel/institute.html"", ""The Institute"")",Novel,,✓,,✓,,,
,,2020-04-01,"=HYPERLINK(""https://www.stephenking.com/works/collection/if-it-bleeds.html"", ""If It Bleeds"")",Story Collection,,✓,,,✓,✓,
,,2020-04-21,"=HYPERLINK(""https://www.stephenking.com/works/novella/life-of-chuck.html"", ""The Life of Chuck"")",Novella,,,,,,,
,,2020-04-21,"=HYPERLINK(""https://www.stephenking.com/works/novella/mr-harrigans-phone.html"", ""Mr. Harrigan's Phone"")",Novella,"=HYPERLINK(""https://www.stephenking.com/works/movie/mr-harrigans-phone.html"", ""Mr. Harrigan's Phone(Movie)"")",,,,,✓,
,,2020-04-21,"=HYPERLINK(""https://www.stephenking.com/works/novella/rat.html"", ""Rat"")",Novella,,,,,,,
,,2021-03-02,"=HYPERLINK(""https://www.stephenking.com/works/novel/later.html"", ""Later"")",Novel,"=HYPERLINK(""https://www.stephenking.com/works/audiobook/later.html"", ""Later(Audiobook)"")",✓,✓,✓,✓,,
,,2021-08-03,"=HYPERLINK(""https://www.stephenking.com/works/novel/billy-summers.html"", ""Billy Summers"")",Novel,,✓,,✓,✓,,
,,2022-02-15,"=HYPERLINK(""https://www.stephenking.com/works/novel/gwendys-final-task.html"", ""Gwendy's Final Task"")",Novel,,✓,,,,,
,,2022-09-06,"=HYPERLINK(""https://www.stephenking.com/works/novel/fairy-tale.html"", ""Fairy Tale"")",Novel,,✓,,✓,,,
,,2023-09-05,"=HYPERLINK(""https://www.stephenking.com/works/novel/holly.html"", ""Holly"")",Novel,,✓,,✓,✓,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",Story Collection,,✓,,✓,✓,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/short/answer-man.html"", ""The Answer Man"")",Short Story,,,,,,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/short/danny-coughlins-bad-dream.html"", ""Danny Coughlin's Bad Dream"")",Short Story,,,,,,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/short/dreamers.html"", ""The Dreamers"")",Short Story,,,,,,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/short/laurie.html"", ""Laurie"")",Short Story,,,,,,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/short/rattlesnakes.html"", ""Rattlesnakes"")",Short Story,,,,,,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/short/turbulence-expert.html"", ""The Turbulence Expert"")",Short Story,,,,,,,
,,2024-05-01,"=HYPERLINK(""https://www.stephenking.com/works/short/two-talented-bastids.html"", ""Two Talented Bastids"")",Short Story,,,,,,,
,,2025-05-27,"=HYPERLINK(""https://www.stephenking.com/works/novel/never-flinch.html"", ""Never Flinch"")",Novel,,✓,,✓,✓,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/best-book-you-can-t-read.html"", ""The Best Book You Can't Read"")",Essay,,,,,✓,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/book-banners-adventure-in-censorship-is-stranger-than-fiction.html"", ""The Book-Banners Adventure in Censorship is Stranger Than Fiction"")",Essay,,,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/fenway-and-the-great-white-whale.html"", ""Fenway and the Great White Whale"")",Essay,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/most-overrated-rock-band.html"", ""Most Overrated Rock Band"")",Essay,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/on-the-shining-and-other-perpetrations.html"", ""On The Shining and Other Perpetrations"")",Essay,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/peter-straub-an-informal-appreciation.html"", ""Peter Straub An Informal Appreciation"")",Essay,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/ring.html"", ""The Ring"")",Essay,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/special-makeup-effects-and-the-writer.html"", ""Special Makeup Effects and the Writer"")",Essay,,,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/weapon.html"", ""The Weapon"")",Essay,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/essay/whats-scary.html"", ""What's Scary"")",Essay,,,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/poem/mostly-old-men.html"", ""Mostly Old Men"")",Poem,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/a-death.html"", ""A Death"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/a-face-in-the-crowd.html"", ""A Face in the Crowd"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/afterlife.html"", ""Afterlife"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/before-the-play.html"", ""Before the Play"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/cookie-jar.html"", ""Cookie Jar"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/extra-hour.html"", ""The Extra Hour"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/fathers-day.html"", ""Father's Day"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/creepshow.html"", ""Creepshow(Movie)"")",,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/fifth-step.html"", ""The Fifth Step"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/finn.html"", ""Finn"")",Short Story,,,,✓,✓,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/glass-floor.html"", ""The Glass Floor"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/in-the-tall-grass.html"", ""In the Tall Grass"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/in-the-tall-grass.html"", ""In the Tall Grass(Movie)"")",,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/jumper.html"", ""Jumper"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/lonesome-death-of-jordy-verrill.html"", ""The Lonesome Death of Jordy Verrill"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/creepshow.html"", ""Creepshow(Movie)"")",,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/man-with-a-belly.html"", ""Man With a Belly"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/memory.html"", ""Memory"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/old-dudes-ticker.html"", ""The Old Dude's Ticker"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/on-slide-inn-road.html"", ""On Slide Inn Road"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/red-screen.html"", ""Red Screen"")",Short Story,,,,✓,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/something-to-tide-you-over.html"", ""Something to Tide You Over"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/creepshow.html"", ""Creepshow(Movie)"")",,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/that-bus-is-another-world.html"", ""That Bus Is Another World"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/they-re-creeping-up-on-you.html"", ""They're Creeping Up on You"")",Short Story,"=HYPERLINK(""https://www.stephenking.com/works/movie/creepshow.html"", ""Creepshow(Movie)"")",,,,,✓,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/thin-scenery.html"", ""Thin Scenery"")",Short Story,,,,,,,
,,,"=HYPERLINK(""https://www.stephenking.com/works/short/willie-the-weirdo.html"", ""Willie the Weirdo"")",Short Story,,,,,,,
